Name,Team,Position,Minutes Played,Goals,Assists,Shots,Shots On Target,Fouls Won,MAX
Emmanuel Martinez,UIW,Forward,649,1,2,14,9,14,56
Ian Ferguson,Bradley,Forward,608,3,2,11,4,12,56
Thaddaeus Dewing,Northwestern,Forward,737,1,2,17,8,12,56
Sean Flynn,Air Force,Midfielder,767,1,0,3,2,12,56
Henrique Cruz,ETSU,Defender,475,2,1,5,4,7,56
Grant Stewart,Charlotte,Forward,606,1,2,6,5,14,56
Julius Suber,Duke,Midfielder,516,1,4,9,3,4,56
Jack Heaps,Georgetown,Midfielder,406,3,2,15,8,5,56
Sebastian Piatkiewicz,Eastern Ill.,Defender,749,0,0,2,0,7,56
Calle Sjoberg,Bellarmine,Midfielder,581,2,3,8,5,9,56
Nikolas Hadjimitsis,Lafayette,Defender,597,0,1,2,1,5,55
Ezekiel Padilla,Pacific,Forward,664,2,0,19,7,19,55
Eric Lusskin,Army West Point,Midfielder,602,0,0,3,2,7,55
Massimo Caruso,Ga. Southern,Defender,538,1,2,3,2,5,55
Elias Benitez,Bradley,Defender,340,0,1,0,0,15,55
Calem Tommy,NC State,Defender,528,0,0,3,1,8,55
Roman Kedgley,Wright St.,Defender,538,0,2,8,4,6,55
Daniel Souza,Missouri St.,Midfielder,456,1,4,3,2,6,55
Ryan Mrvcic,Mercyhurst,Defender,551,1,1,2,2,4,55
Carlos Zambrano,Syracuse,Midfielder,427,1,0,13,4,13,55
Sam Latona,Cornell,Midfielder,505,1,2,9,3,9,55
Sami Lachekar,UNC Greensboro,Defender,561,1,0,2,1,8,55
Oliver Holmstrom,UMass Lowell,Midfielder,488,4,0,14,7,3,55
Jasen Bottini,Monmouth,Midfielder,406,3,1,9,5,4,55
Gyuwon Chong,Tulsa,Midfielder,648,1,0,12,4,8,55
Harry Sankey,Northeastern,Midfielder,562,2,1,25,12,6,55
Kevin Habibelahy,Radford,Midfielder,740,1,1,12,5,5,55
Abdi Bahur,ETSU,Forward,743,0,6,12,5,7,55
Jack Vestberg,Saint Mary's (CA),Midfielder,557,1,2,5,3,15,55
Justin Knighton,California,Midfielder,594,1,0,9,2,9,55
Dylan Tellado,Harvard,Forward,776,3,1,22,13,5,55
Santiago Delfino,UMass Lowell,Midfielder,497,0,1,10,0,16,55
Adrian Barosen,FIU,Defender,499,0,2,4,2,5,55
Will Buete,NC State,Midfielder,453,2,1,3,3,8,55
Andreas Savva,Harvard,Forward,784,1,0,27,6,5,55
Brett Perkins,Omaha,Midfielder,561,2,0,13,5,7,55
Carter Humm,George Washington,Midfielder,685,1,1,4,2,5,55
Dasha Curiel,Chicago St.,Forward,697,1,2,23,12,8,55
Pete Schneider,Wright St.,Midfielder,592,1,1,6,2,10,55
Christian Acevedo,UNCW,Forward,617,4,0,19,11,5,55
Damani Harris,Oral Roberts,Midfielder,535,2,2,12,5,5,55
Tim Strobeck,Seton Hall,Forward,659,1,0,13,7,10,55
Kyler Miller,Robert Morris,Midfielder,561,1,2,16,9,7,55
Blake Peterson,Davidson,Midfielder,561,3,1,10,5,7,55
Connor Thompson,Vermont,Midfielder,442,1,2,6,4,9,55
Benjamin Graham,Western Ill.,Unknown,1231,0,2,7,1,38,55
Kai Sullivan,Pacific,Defender,322,2,2,7,2,3,55
Tommaso Villa,Ohio St.,Midfielder,574,0,0,2,2,6,55
Ty Duax,Western Ill.,Unknown,1051,2,1,20,9,20,55
Nico Rabiu,Wake Forest,Midfielder,566,1,3,17,8,3,54
Jake Pollock,Eastern Ill.,Midfielder,704,1,0,6,3,10,54
Austin Wallace,Utah Tech,Forward,701,2,1,19,7,14,54
Dion Ruffo Luci,Missouri St.,Forward,509,0,2,6,1,15,54
Thiago Patto,Oral Roberts,Midfielder,571,0,1,10,4,9,54
Dylan Davis,Michigan,Defender,547,0,1,3,1,4,54
Patrick Pires,UMass Lowell,Defender,590,0,0,1,0,7,54
Jared Cornejo,Eastern Ill.,Midfielder,713,1,0,3,1,9,54
Cuba Sorensen,Saint Peter's,Midfielder,655,1,0,9,5,6,54
Oliver Becker,Air Force,Midfielder,674,0,0,10,5,14,54
Damola Salami,Boston U.,Forward,776,2,1,20,9,1,54
Dominic Bell,Syracuse,Defender,482,0,0,1,1,11,54
Grant Howard,Virginia,Defender,514,0,1,2,0,6,54
Daniele Mastroianni,Hofstra,Forward,544,1,3,6,3,7,54
Mikey Stukenholtz,Omaha,Forward,599,1,3,15,7,15,54
Javier Lopez Cayuela,Sacred Heart,Midfielder,488,3,0,16,7,5,54
Hayes Wood,Virginia,Forward,565,1,0,12,7,16,54
Elliot Rigbert,Temple,Forward,987,0,0,14,4,8,54
Jack Roberto,Bucknell,Defender,545,0,0,0,0,11,54
Lawrence Aydlett,Lafayette,Forward,662,2,3,27,10,4,54
Santiago Hoyos Lopez,NC State,Forward,433,0,0,14,7,20,54
Nick Strangio,Saint Mary's (CA),Defender,598,1,0,6,3,7,54
Filipe Moreira,Gardner-Webb,Midfielder,476,0,0,9,2,15,54
Nalu Wagner,Evansville,Defender,571,0,1,3,1,4,54
Reese Miller,Virginia,Defender,324,3,1,8,5,4,54
Yonis Kireh,Virginia Tech,Defender,410,2,0,5,2,6,54
Gabe Gotting,Wright St.,Midfielder,548,1,1,4,3,10,54
Jaiden Willems,Bryant,Midfielder,577,1,1,7,1,6,54
Aleksei Armas,Hofstra,Midfielder,505,1,0,3,1,7,54
Patrick Gryczewski,Rhode Island,Midfielder,471,2,1,13,6,8,54
Phillip Hauge,Central Conn. St.,Defender,780,0,0,1,1,9,54
Kaloyan Somov,Saint Peter's,Forward,837,1,0,7,2,7,54
Pat Kakayira,Loyola Maryland,Defender,509,0,4,0,0,3,54
Winston Oziri,Bucknell,Forward,904,0,0,10,1,1,54
Ian Boras,CSUN,Defender,527,0,0,3,0,9,54
Bryce Backlund,Utah Tech,Forward,742,1,4,13,6,10,54
Jaxon Hinds,Central Ark.,Defender,476,0,0,1,0,12,53
Riyon Tori,Charlotte,Midfielder,540,0,0,1,0,13,53
Ronan Wilcox,Western Mich.,Midfielder,305,1,1,4,3,11,53
Josh Miller,Canisius,Defender,472,2,1,7,5,5,53
Will Carson,George Mason,Defender,562,0,1,2,1,3,53
Calvin Scholten,UMass Lowell,Midfielder,419,2,2,14,7,4,53
Bora Turker,Lehigh,Forward,607,0,1,12,8,12,53
Max Fujimori,Lafayette,Midfielder,573,2,1,7,3,4,53
Kristjan Fortier,Syracuse,Midfielder,570,2,0,6,4,3,53
Colin Pearce,Cal Poly,Forward,667,1,2,3,2,10,53
Jack Kryger,Army West Point,Forward,712,3,1,15,9,5,53
Giorgos Petoussis,Wright St.,Defender,323,1,1,4,1,8,53
Kai Thomas,Army West Point,Forward,736,1,3,5,3,3,53
Michael Mor,California Baptist,Defender,489,0,0,9,3,2,53
Carlos Fernandez,Delaware,Forward,588,0,3,14,5,4,53
Cesar Cordova,Virginia,Forward,580,0,2,13,3,13,53
Kazuki Okazaki,Green Bay,Defender,565,0,1,1,0,6,53
Martin Cadagan,Bellarmine,Defender,516,2,0,4,3,5,53
Davis Mungomba,Seattle U,Defender,578,1,0,1,1,5,53
Jaylen Orr,Gardner-Webb,Forward,513,1,0,7,5,15,53
Conor Mcgovern,VMI,Defender,575,1,0,2,2,7,53
Sherwin Chen,Mount St. Mary's,Forward,709,0,1,14,5,7,53
Brendan Bell,California,Midfielder,581,0,0,4,3,10,53
Tyler Hardin,Saint Mary's (CA),Forward,601,0,0,9,4,8,53
Isaiah Thomas,California,Midfielder,592,0,0,2,0,8,53
Ben Madore,Penn St.,Midfielder,505,1,2,12,6,11,53
Anthony Difalco,Memphis,Midfielder,597,1,1,21,9,7,53
Sam Diebold,Wofford,Defender,592,0,0,2,1,3,53
Eyifehn Forfor,CSUN,Forward,605,0,0,8,3,9,53
Ola Arntsen,Louisville,Midfielder,500,0,0,10,4,11,53
Harry Bark,Manhattan,Defender,361,3,1,7,6,5,53
Asher Ozuzu,Milwaukee,Forward,417,3,0,14,5,17,53
Justin Vallejo,Central Conn. St.,Midfielder,744,0,0,6,2,14,53
Logan Zaa,Air Force,Forward,861,1,0,13,4,14,53
Joey Tata,Central Conn. St.,Midfielder,652,2,0,3,2,10,53
Thomas Drillen,Fairfield,Forward,609,3,1,13,9,6,53
Jack Rhead,Duquesne,Forward,617,1,2,12,5,8,53
Charlie Votel,Temple,Forward,901,1,0,12,8,11,53
Charlie Heuer,Indiana,Forward,463,4,2,14,6,10,53
Raz Amir,NJIT,Forward,609,2,2,14,4,7,53
Aidan Payne,NC State,Forward,404,2,2,14,7,15,53
Ignacio Flores Iii,Pacific,Defender,525,0,0,1,0,10,53
Alfonso Tenconi-Gradillas,Stanford,Forward,420,0,1,15,8,20,53
Adrien Gameiro,LMU (CA),Forward,834,0,1,9,2,7,53
Bart Kooistra,Saint Joseph's,Forward,814,2,0,19,4,8,53
Jack Dean,Kansas City,Midfielder,354,2,3,10,5,4,52
Dylan Maxon,New Hampshire,Midfielder,551,0,1,2,0,8,52
Lennard Fock,Seattle U,Forward,460,3,0,25,13,11,52
Niclas Wittur,Duke,Defender,506,0,1,1,0,2,52
Oliver Stafford,Georgetown,Defender,543,0,0,1,0,3,52
Gavin Coe,Utah Tech,Defender,451,0,1,3,1,4,52
Caleb Robertson,Belmont,Midfielder,574,0,0,2,1,12,52
Aydin Jay,Yale,Midfielder,398,1,0,7,6,15,52
Cade Erickson,UTRGV,Midfielder,470,1,0,6,4,11,52
Harrison Hew,FDU,Defender,406,1,1,2,1,6,52
Michael Owens,South Fla.,Midfielder,466,1,1,6,2,9,52
Cj Coppola,Virginia Tech,Forward,564,1,3,10,5,6,52
Matthew Dean,Ga. Southern,Forward,594,2,0,11,2,9,52
Ben Wunsch,Air Force,Midfielder,641,1,1,10,4,5,52
Babacar Niang,Wake Forest,Forward,537,4,0,27,9,11,52
Daniele Verdirosi,Missouri St.,Forward,483,1,0,11,5,10,52
Mo Diallo,Drexel,Midfielder,372,0,0,4,2,17,52
Lukas Fisher,Denver,Midfielder,464,0,3,6,2,5,52
Anthony Guzman,San Jose St.,Forward,637,1,1,4,3,11,52
Jamari Busby,Stony Brook,Defender,510,0,1,5,2,4,52
Jared Sinnaeve,Bradley,Midfielder,537,1,1,7,6,7,52
Daniel Pacella,San Diego St.,Midfielder,594,1,0,8,5,8,52
Nikita Stepanov,Eastern Ill.,Defender,666,0,0,3,0,1,52
Nate Hagemann,Eastern Ill.,Defender,689,0,0,0,0,3,52
Bradley Poppell,Air Force,Midfielder,409,1,0,9,2,15,52
Daniel Firs,Loyola Chicago,Defender,521,1,0,6,2,5,52
Jahiem Campbell,Iona,Defender,485,0,1,3,1,3,52
Nolan Brice,Xavier,Defender,514,1,0,3,2,3,52
Nathaniel Enriquez,DePaul,Midfielder,428,1,1,2,1,9,52
Sachiel Ming,Syracuse,Midfielder,536,0,2,9,5,6,52
Alberto Cruz,Pacific,Forward,627,0,0,3,2,15,52
Kyle Grant,VMI,Forward,636,1,0,13,5,10,52
Seth Stewart,Indiana,Midfielder,424,0,0,4,2,12,52
Chase Wakefield,Drake,Midfielder,411,2,0,8,3,4,52
Jayden Gonsalves,LMU (CA),Defender,404,0,0,2,1,9,52
Colin Veltri,Elon,Forward,495,6,3,26,12,4,52
Lucca Dourado,UCF,Forward,495,5,0,18,10,11,52
Justin Rivas,Central Conn. St.,Defender,406,0,1,3,2,11,52
Steven Anderson,LMU (CA),Midfielder,594,0,1,10,2,13,52
Wyatt Stevens,Navy,Forward,625,4,0,12,6,10,52
Charlie Wood,UNC Asheville,Midfielder,543,1,1,10,7,3,52
Stefan Dobrijevic,Akron,Forward,468,2,4,19,6,8,52
Kiernan Karp,South Carolina,Midfielder,533,0,2,3,1,7,52
Tyler Schommer,Denver,Forward,409,2,4,8,6,8,52
Tanner Creech,Ohio St.,Forward,508,1,0,13,8,1,52
Cade Wurstner,Mercyhurst,Midfielder,354,3,1,8,5,3,52
James Kelly,Clemson,Forward,402,4,1,16,10,5,52
Joseph Ogwang,Oregon St.,Defender,546,0,0,0,0,6,52
Cade Cowan,Saint Mary's (CA),Midfielder,567,1,0,10,2,11,52
Jack Zugay,Duke,Midfielder,409,1,1,5,1,4,52
Jose Estrada,Oral Roberts,Forward,424,2,4,7,3,10,52
Jaiye Sheppard,Chicago St.,Forward,567,0,0,6,4,24,52
Paul Espinoza,Longwood,Midfielder,439,0,2,2,1,15,52
Mason Jimenez,Clemson,Midfielder,424,1,0,4,2,5,52
Giorgos Diakos,Cornell,Forward,540,2,3,12,5,5,52
Sora Funakoshi,UCF,Midfielder,342,1,0,4,1,13,52
Finn Roberts,George Washington,Midfielder,433,0,2,8,1,15,52
Amin Fernouchi,Western Mich.,Defender,343,1,1,4,2,6,52
Francesco Di Ponzio,Rutgers,Midfielder,434,2,1,10,5,6,52
Mario Gutierrez,South Fla.,Midfielder,492,0,0,8,2,14,52
Loc San,UMBC,Forward,535,2,1,18,7,17,52
Moses Bakabulindi,Stony Brook,Forward,556,1,0,9,6,13,51
Ezra Widman,Syracuse,Midfielder,471,2,0,10,4,2,51
Edis Alic,UAlbany,Defender,585,0,0,1,0,10,51
Sebastian Garces,American,Midfielder,477,0,2,10,5,10,51
Jonathan Kratz,Merrimack,Midfielder,469,2,0,5,5,8,51
Kaito Ueki,Coastal Carolina,Midfielder,424,1,2,14,4,8,51
Alan Lopez,Milwaukee,Forward,528,2,1,8,4,11,51
Lucas Santos,Eastern Ill.,Defender,554,0,0,2,1,13,51
Timmy Donovan,Colgate,Forward,620,2,0,5,3,6,51
Ryan Suckling,ETSU,Defender,504,1,0,3,2,3,51
Rafa Romo,Columbia,Defender,494,1,1,3,1,3,51
Nelson Gomez Rodriguez,Grand Canyon,Forward,780,0,1,14,4,4,51
Jackson Liley,Eastern Ill.,Forward,817,2,2,23,13,4,51
Basile Marc,UNC Greensboro,Midfielder,552,0,1,5,2,4,51
Etienne Julien,Col. of Charleston,Midfielder,445,1,2,11,4,2,51
Nicholas Dunbar,Portland,Forward,593,6,2,16,10,5,51
Brandon Meminger,Loyola Maryland,Defender,464,0,0,6,3,3,51
Aidan Tisony,Seton Hall,Midfielder,413,0,1,1,1,10,51
Eddie Smith,Loyola Maryland,Defender,410,0,1,3,2,4,51
Adrien Wheaton-Schopp,Columbia,Forward,364,1,0,3,2,22,51
Jonathan Ferreira,UMass Lowell,Forward,500,1,0,9,6,17,51
Mohamed Saad,Michigan St.,Forward,657,1,0,13,7,9,51
Dylan Kwasnik,La Salle,Midfielder,522,1,1,4,3,6,51
Charlie Hoelscher,St. Thomas (MN),Midfielder,524,2,0,7,3,9,51
Connor Place,UC San Diego,Midfielder,446,0,1,7,1,12,51
Braiden Hall,Georgia St.,Midfielder,585,0,2,10,4,8,51
Emile Kisse,Fordham,Forward,463,0,0,2,1,12,51
Ugo Bertelli,Campbell,Midfielder,320,0,1,9,1,13,51
Lucas Caldas,William & Mary,Forward,500,2,2,12,3,12,51
Adric Rosato,Bellarmine,Midfielder,504,0,0,12,3,10,51
Djordje Petrovic,Cleveland St.,Midfielder,446,0,0,4,3,12,51
Benni Hofmann,Loyola Chicago,Defender,301,0,1,2,1,7,51
Felipe Arruda,Manhattan,Forward,520,0,1,5,2,18,51
Nick Zielonka,Kentucky,Forward,546,2,2,11,5,5,51
Luke Burns,Virginia,Midfielder,365,2,0,8,4,7,51
Tizian Marth,California Baptist,Midfielder,408,0,1,7,3,11,51
Vincent Padilla,Sacramento St.,Midfielder,586,0,2,7,0,5,51
Jaedon Richardson,Charlotte,Forward,572,3,1,15,6,15,51
Tyler Flynn,Loyola Maryland,Midfielder,560,1,0,5,1,10,51
Rinta Takagi,UNC Asheville,Midfielder,558,0,1,10,3,6,51
Edward Mendy,Evansville,Forward,437,2,2,10,6,10,51
Edward Morales,Creighton,Midfielder,461,1,1,14,6,4,51
Christoph Schurz,Northeastern,Defender,456,0,0,3,1,4,51
Tiago Lopes,Saint Louis,Midfielder,447,0,0,5,2,11,51
Jimmy Choi,ETSU,Forward,622,1,1,18,6,5,51
Suhong Jung,Winthrop,Midfielder,591,2,0,9,5,11,51
Ryan Watson,Col. of Charleston,Defender,374,3,2,6,3,1,51
Cesar Rubio,Radford,Forward,699,2,1,23,13,7,51
Nathan Brown,Temple,Forward,776,1,0,12,6,13,51
Charlie Rutt,Stetson,Defender,559,1,0,3,3,4,51
Kyle Dixon,Villanova,Midfielder,521,1,0,7,3,9,51
Louison Cavalier,Gardner-Webb,Defender,496,0,0,3,1,6,51
Matthew Andrusko,Loyola Chicago,Midfielder,431,1,0,10,3,9,51
Florian Phlepsen,Delaware,Midfielder,571,0,1,1,1,6,51
Geremi Onentia,Gonzaga,Midfielder,462,1,0,4,1,10,51
Owen Lagerwey,UNC Asheville,Midfielder,582,0,0,2,2,5,51
Gavrilo Civric,Creighton,Forward,483,3,5,15,9,7,51
Casey Mccloskey,Charlotte,Midfielder,510,0,3,8,4,4,51
Sebastian Restrepo,Northeastern,Forward,578,4,1,17,10,11,51
Peter Tolkin,Butler,Defender,312,0,1,1,0,9,51
Stefan Bilinac,Omaha,Midfielder,499,0,0,1,0,8,50
Mustapha Sowe,American,Midfielder,372,2,0,6,4,8,50
Kelvin Da Costa,Syracuse,Midfielder,594,0,0,3,1,2,50
Andrew Araya,NJIT,Midfielder,467,2,1,5,4,2,50
Oscar Bjornskov,Green Bay,Forward,539,2,3,13,5,8,50
Luc Holden,Mount St. Mary's,Midfielder,568,0,3,3,1,8,50
Ian Nunez,Princeton,Forward,566,2,0,17,9,9,50
Mikah Madrid,UNLV,Unknown,1135,1,1,7,2,18,50
Mathis Varin,Penn,Midfielder,491,0,0,2,1,8,50
Karl Lundstrom Svahnqvist,Bellarmine,Defender,513,0,1,1,0,0,50
Andrew Miranda,Southern Ind.,Defender,519,0,0,4,1,6,50
Jon Jelercic,Hofstra,Defender,422,0,1,2,0,2,50
Aaron Deppe,Creighton,Defender,302,0,2,2,1,3,50
Alex Hall,Washington,Midfielder,481,1,1,11,2,3,50
Jaxon Reinhardt,North Florida,Forward,403,5,0,13,9,9,50
Paul Sarac,Old Dominion,Defender,526,0,0,1,1,2,50
Tremain Simpson,Houston Christian,Defender,503,0,0,1,0,3,50
Sam Nyenka,West Virginia,Forward,550,0,2,12,2,6,50
Casey Welage,Eastern Ill.,Midfielder,527,1,1,15,3,11,50
Griffin Feather,Lafayette,Midfielder,556,0,1,2,2,7,50
Bryan Silva,Georgia St.,Midfielder,585,1,0,8,4,4,50
Woody Brown,UC San Diego,Midfielder,417,1,0,3,2,8,50
Papa Toure,VCU,Forward,548,3,1,19,6,17,50
Diego Nieves,San Jose St.,Defender,478,0,1,2,1,2,50
Dylan Williams,Georgia St.,Defender,588,0,0,2,0,4,50
Addrian Knights-Browne,FGCU,Midfielder,477,2,2,15,8,2,50
Santi Hanus,UNLV,Defender,407,0,1,3,0,2,50
Ben Minikel-Lacocque,Davidson,Midfielder,499,1,3,5,2,3,50
Ryan Clanton-Pimentel,SMU,Midfielder,383,0,0,9,2,13,50
John Roman,Boston U.,Defender,544,0,0,4,1,0,50
Abel Ador,UTRGV,Midfielder,405,0,0,6,1,11,50
Jack Maguire,Washington,Defender,398,0,1,4,2,5,50
Shane Clancy,Jacksonville,Defender,513,0,0,0,0,5,50
Galen Flynn,Clemson,Defender,388,0,1,2,1,8,50
Gabriel Toro,Stetson,Midfielder,527,0,0,12,5,8,50
Jules Anderson,San Diego St.,Midfielder,536,0,1,7,2,8,50
Samo Hassoun,Eastern Ill.,Forward,725,0,0,15,5,10,50
Haruhi Taneda,Marshall,Forward,592,1,2,7,2,2,50
David Christensen,Saint Mary's (CA),Defender,357,1,0,6,1,7,50
Matteo Piccardo,New Hampshire,Defender,479,0,0,3,2,1,50
Lucas Lainez,Southern Ind.,Defender,589,0,0,3,0,7,50
Aj Smith,Virginia,Forward,354,2,1,2,2,15,50
Ricardo Joasilus,UTRGV,Midfielder,593,0,0,2,2,7,50
Juho Ojanen,Harvard,Midfielder,541,0,2,11,3,6,50
Adam Rustami,Marist,Unknown,690,1,2,13,6,21,50
Zion Vaughn,Pacific,Forward,635,1,1,5,4,7,50
Kobe Perlaza,Saint Joseph's,Defender,420,0,0,2,0,9,50
Adrian Biaggi,Dayton,Midfielder,471,0,0,2,1,5,50
Sebastian Sunol,NJIT,Forward,579,0,0,7,2,19,50
Jiro Uchida,California Baptist,Unknown,667,2,2,10,3,16,50
Nikolai Bull Jorgensen,Duke,Unknown,928,0,1,3,1,24,50
Hamilton Howes,William & Mary,Defender,587,1,0,2,1,0,49
Adam Holt,Saint Peter's,Forward,646,0,0,8,3,8,49
Henrry Abarca-Gonzalez,Western Ill.,Midfielder,406,1,1,4,1,6,49
Merrick Schaefer,St. Thomas (MN),Midfielder,586,0,0,2,1,11,49
Colby Raymond,Villanova,Forward,595,3,0,10,6,9,49
Markie Hrvojevic,Wisconsin,Forward,565,0,2,9,4,10,49
Arber Shala,FGCU,Defender,482,0,1,0,0,4,49
Adam Boykin,Eastern Ill.,Forward,697,1,0,13,9,8,49
Malo Blondeau,Manhattan,Defender,515,0,0,0,0,5,49
Adrian Jacobs,California,Midfielder,448,1,0,10,4,2,49
Sebastian Khoury,Eastern Ill.,Forward,734,1,0,13,5,5,49
Campbell Mcintyre,Saint Joseph's,Forward,667,1,2,14,6,8,49
Lucas Constante,Binghamton,Forward,546,1,3,20,5,11,49
Nico Rosamilia,Rutgers,Forward,439,3,1,10,5,12,49
Daniel Kim,Boston U.,Midfielder,559,1,2,10,4,1,49
Andre Isreal,Saint Francis,Midfielder,525,1,1,4,3,3,49
Cam Wilkerson,UCLA,Midfielder,472,0,1,14,0,3,49
Andrew Sullivan,Santa Clara,Midfielder,552,0,2,16,5,4,49
Thomas Mancuso,Holy Cross,Midfielder,503,1,2,7,3,4,49
Brady Poor,Sacred Heart,Forward,478,3,1,16,5,8,49
Marco Valentic,UConn,Midfielder,367,2,1,10,5,4,49
Mitch Coughlon,Bradley,Forward,564,4,2,15,10,7,49
Kai Feng,VCU,Midfielder,538,0,0,9,3,8,49
Jacob Harris,North Florida,Midfielder,454,0,1,7,3,8,49
Shayne Thompson,Brown,Defender,491,0,0,2,0,2,49
Zach Hassell,Fla. Atlantic,Midfielder,322,1,1,9,4,6,49
Will Pearce,Sacred Heart,Midfielder,589,0,0,1,1,3,49
Leo Rodriguez,Marquette,Defender,346,0,0,4,0,7,49
Anthony Fanelli,Mount St. Mary's,Midfielder,354,1,0,3,1,11,49
Ty Nero,Col. of Charleston,Defender,473,0,1,2,1,1,49
Kamran Tejumola,Loyola Chicago,Defender,471,0,0,2,1,5,49
Gabe Nickerson,South Carolina,Forward,446,1,0,5,2,8,49
Angus Taylor,North Florida,Forward,533,1,1,14,5,9,49
Fabian Menendez,Wofford,Midfielder,414,0,0,3,2,10,49
Drew Brown,Wisconsin,Defender,513,0,0,0,0,3,49
Sami Tsipena,San Diego,Midfielder,432,0,1,2,0,6,49
Alejandro Almuzara Romero,Sacred Heart,Forward,427,0,3,16,7,11,49
Harry Roberts,Princeton,Forward,489,2,3,6,5,7,49
Valentin Brandis,Longwood,Defender,555,0,1,2,1,10,49
Pablo Brimeux,FGCU,Forward,482,0,1,7,3,19,49
Ethan Ash,North Florida,Defender,507,0,1,0,0,6,49
Jackson Jones,Bellarmine,Midfielder,438,0,0,2,0,9,49
Ocean Salari,UC Santa Barbara,Forward,544,0,2,8,5,8,49
Will Bencic,Evansville,Midfielder,533,0,0,1,1,3,49
Josh Baros,Central Ark.,Defender,447,0,0,2,1,5,49
Harry Phantis,Oakland,Defender,519,0,0,2,0,0,48
Anis Smajlovic,Lindenwood,Forward,457,3,1,13,7,5,48
Marco Mazzei,Oakland,Forward,580,0,0,4,1,10,48
Jonathan Salguero,Marist,Midfielder,362,1,2,7,1,7,48
Wyatt Meyer,California,Midfielder,551,0,0,7,3,1,48
Jason Robles,UTRGV,Forward,547,3,1,13,8,11,48
Sean Fitzgerald,Binghamton,Midfielder,494,0,0,2,0,6,48
Jack Roman,Akron,Midfielder,411,0,1,6,4,3,48
Lovro Horvat,UAlbany,Defender,569,0,0,1,0,5,48
William Fagerberg,UIW,Unknown,509,3,0,13,9,6,48
Jake Goehring,Gonzaga,Midfielder,407,0,0,6,2,8,48
Guilherme Vivaldini,Xavier,Forward,710,0,1,23,8,5,48
Noah Madrigal,Old Dominion,Forward,557,2,0,8,2,7,48
Will Applegate,Tulsa,Midfielder,558,0,0,11,4,10,48
Reyes Parra,American,Midfielder,544,0,2,2,1,4,48
Mick Bastiaenen,Niagara,Defender,528,0,1,3,1,4,48
Saeid Jannoun,Detroit Mercy,Forward,403,1,1,6,4,9,48
Cameron Kerr,Duke,Midfielder,391,1,4,8,2,2,48
Matt Hawkins,Evansville,Midfielder,476,0,0,0,0,5,48
Chase Stegall,DePaul,Midfielder,381,1,0,10,7,9,48
Michael Wilkerson,UNC Asheville,Unknown,599,2,2,12,7,5,48
Abubacarr Fofana,Charlotte,Defender,369,2,0,6,2,3,48
Ethan Roberts,Campbell,Forward,539,1,2,15,7,8,48
Terrance Wilder,Quinnipiac,Midfielder,539,0,1,1,0,5,48
Salif Leintu,Yale,Forward,479,1,1,8,3,16,48
Alejo Woelper,Sacred Heart,Midfielder,380,1,0,6,2,9,48
Keanan Bader,UNC Greensboro,Forward,488,1,0,8,2,9,48
Moa Mohammedi,Wofford,Defender,435,0,0,2,1,1,48
Daniel Reiter,Coastal Carolina,Midfielder,525,0,0,9,4,10,48
Jens Haukeland,Lindenwood,Midfielder,329,2,1,9,7,2,48
Daragh Reilly,Akron,Defender,423,0,0,3,0,1,48
Ayoub Lajhar,UConn,Midfielder,477,0,1,4,0,4,48
Mateus Moura,Kansas City,Defender,406,0,0,2,0,4,48
Filip Fredhall,Louisville,Defender,446,0,0,2,1,3,48
Mael Lopes,Binghamton,Forward,530,0,0,6,3,12,48
Alberto Reyes,Canisius,Midfielder,474,0,1,4,0,9,48
Iver Skorve,Jacksonville,Midfielder,574,0,0,4,2,4,48
Sam Farner,Liberty,Forward,476,1,0,7,4,6,48
Alex Umana,Yale,Forward,486,0,1,3,0,17,48
Yuval Nimrodi,La Salle,Midfielder,355,1,1,3,1,7,48
Brandon Nunez,Purdue Fort Wayne,Midfielder,400,1,1,7,3,2,48
Nico Rubio,Seton Hall,Midfielder,438,0,0,7,3,7,48
Axel Berglund,Seton Hall,Midfielder,497,0,3,5,2,2,48
Jason Gun,ETSU,Defender,430,0,0,1,1,4,48
Andrea Campoli,NJIT,Defender,399,0,0,3,1,8,48
Ryan Belal,Wake Forest,Forward,420,4,0,12,5,5,48
Kamran Mojabi,Fordham,Defender,345,0,1,1,0,6,48
Ben Schouten,Loyola Maryland,Midfielder,524,0,0,4,1,8,48
Chase Oliver,Penn St.,Midfielder,472,0,0,10,3,9,48
Karson Vazquez,Villanova,Midfielder,413,0,1,5,0,8,48
Jorge Perez,St. Thomas (MN),Forward,398,1,2,12,7,16,48
Jozef Palushaj,Lindenwood,Forward,406,1,5,8,2,6,48
Aaron Pondeca,Mercer,Forward,463,0,0,5,1,14,48
Wade Johnson,Colgate,Midfielder,519,1,1,7,2,2,48
Brady Geho,St. John's (NY),Forward,300,4,0,9,7,10,48
Kasper Heerfordt,Fla. Atlantic,Unknown,1020,0,1,3,1,12,47
Jonathan Murphy,Boston College,Midfielder,420,0,0,6,2,5,47
Matty Lynch,Rutgers,Forward,538,0,0,15,9,10,47
Josh Lucas,San Diego St.,Defender,315,0,0,6,2,2,47
Aidan Godinho,Georgetown,Midfielder,394,1,0,3,3,8,47
Adi Hicks,New Hampshire,Midfielder,487,0,0,1,1,3,47
Gabriel Haggerty,UC Davis,Defender,458,0,0,0,0,2,47
