Name,Team,Position,Goals,Assists,Shots,Shots On Target,Fouls Won,Minutes Played,MAX,MLS_Drafted
Kaloyan Somov,Saint Peter's,Forward,1,0,7,2,7,837,55.0,False
Jason Kemble,Coastal Carolina,Midfielder,0,0,6,2,13,999,55.0,False
Ishmael Mensah,Xavier,Midfielder,1,0,5,2,2,427,55.0,False
Samuel Rudjord,Wright St.,Defender,0,0,1,1,6,711,55.0,False
Nalu Wagner,Evansville,Defender,0,1,3,1,4,571,55.0,False
Aleksei Armas,Hofstra,Midfielder,1,0,3,1,7,505,55.0,False
Grant Howard,Virginia,Defender,0,1,2,0,6,514,55.0,False
Roman Anast,Cal Poly,Forward,0,0,11,5,6,453,55.0,False
Ezequiel Emanuele,Col. of Charleston,Midfielder,0,0,8,3,7,301,55.0,False
Jacob Coates,UNCW,Forward,0,1,7,5,7,664,55.0,False
Simon Blaesdahl,Radford,Forward,0,1,11,5,8,876,55.0,False
Kwame Adu-Gyamfi,UConn,Midfielder,0,0,3,1,17,695,55.0,False
Ola Arntsen,Louisville,Midfielder,0,0,10,4,11,500,55.0,False
Aidan Holmes,Boston U.,Midfielder,0,1,4,0,0,491,55.0,False
Dylan Davis,Michigan,Defender,0,1,3,1,4,547,55.0,False
Amari Benjamin,VMI,Midfielder,0,0,4,2,18,848,55.0,False
Koven Johnson,High Point,Midfielder,0,0,6,2,8,741,55.0,False
Jakub Drazek,NIU,Midfielder,0,0,9,4,14,868,55.0,False
Will Case,Columbia,Midfielder,0,1,5,5,5,599,55.0,False
Felipe Marty,Queens (NC),Defender,0,0,2,1,7,608,55.0,False
Adric Rosato,Bellarmine,Midfielder,0,0,12,3,10,504,55.0,False
Tyler Flynn,Loyola Maryland,Midfielder,1,0,5,1,10,560,55.0,False
Justin Rivas,Central Conn. St.,Defender,0,1,3,2,11,406,55.0,False
Vincent Stockton,Detroit Mercy,Midfielder,1,0,5,4,6,648,55.0,False
Florian Phlepsen,Delaware,Midfielder,0,1,1,1,6,571,55.0,False
John Dalby,Tulsa,Midfielder,0,1,2,1,8,563,55.0,False
Ulysses Hendriks,ETSU,Midfielder,0,0,0,0,17,902,55.0,False
Donghyeon You,Central Conn. St.,Defender,0,0,4,2,18,814,55.0,False
Jake Pollock,Eastern Ill.,Midfielder,1,0,6,3,10,704,54.0,False
Noah Ward,Navy,Forward,0,1,9,3,11,945,54.0,False
Colton Franklin,UC Davis,Midfielder,0,0,3,1,9,775,54.0,False
Shun Kushima,Georgia St.,Midfielder,0,0,3,2,14,858,54.0,False
Gabriel Toro,Stetson,Midfielder,0,0,12,5,8,527,54.0,False
Samo Hassoun,Eastern Ill.,Forward,0,0,15,5,10,725,54.0,False
Galen Flynn,Clemson,Defender,0,1,2,1,8,388,54.0,False
Diego Valles,Villanova,Midfielder,0,0,3,0,8,972,54.0,False
Mason Mcclendon,Radford,Defender,0,0,1,0,25,540,54.0,False
Conor Mcgovern,VMI,Defender,1,0,2,2,7,575,54.0,False
Will Carson,George Mason,Defender,0,1,2,1,3,562,54.0,False
Nick Strangio,Saint Mary's (CA),Defender,1,0,6,3,7,598,54.0,False
Jameson Charles,North Carolina,Midfielder,0,0,0,0,7,765,54.0,False
Eddie Smith,Loyola Maryland,Defender,0,1,3,2,4,410,54.0,False
Dino Stavros,Memphis,Midfielder,0,0,4,1,3,916,54.0,False
Erik Krohnstad,California Baptist,Midfielder,0,0,8,3,12,627,54.0,False
Donovan Boone,Butler,Midfielder,0,0,7,1,10,740,54.0,False
Mario Gutierrez,South Fla.,Midfielder,0,0,8,2,14,492,54.0,False
Christos Philippou,Lindenwood,Midfielder,0,0,4,2,12,740,54.0,False
Chase Oliver,Penn St.,Midfielder,0,0,10,3,9,472,54.0,False
Caleb Woodward,Queens (NC),Midfielder,1,0,3,1,6,795,54.0,False
Jahiem Campbell,Iona,Defender,0,1,3,1,3,485,54.0,False
Levi Jones,Lipscomb,Midfielder,0,0,10,3,10,625,54.0,False
Jamari Busby,Stony Brook,Defender,0,1,5,2,4,510,54.0,False
Milan Dajic,Oakland,Forward,0,0,10,5,8,474,54.0,False
Terrance Wilder,Quinnipiac,Midfielder,0,1,1,0,5,539,54.0,False
Joaquin Sonez,Longwood,Defender,0,0,5,0,15,706,54.0,False
Mo Diallo,Drexel,Midfielder,0,0,4,2,17,372,54.0,False
Ryan Daunt,Air Force,Midfielder,1,0,8,4,3,552,54.0,False
Matthew Sacristan,Cal St. Fullerton,Midfielder,0,0,6,0,6,759,54.0,False
Juan Pablo,Southern Ind.,Midfielder,0,1,2,2,6,539,54.0,False
Sebastian Piatkiewicz,Eastern Ill.,Defender,0,0,2,0,7,749,54.0,False
Jacob Zapien,Oregon St.,Defender,0,0,0,0,14,585,54.0,False
Kazuki Okazaki,Green Bay,Defender,0,1,1,0,6,565,54.0,False
Gavin Coe,Utah Tech,Defender,0,1,3,1,4,451,54.0,False
Diego Vargas,Longwood,Midfielder,0,1,2,0,3,519,54.0,False
Bryce Koagel,Le Moyne,Midfielder,0,0,7,1,8,778,54.0,False
Quentin Flowers,IU Indy,Midfielder,0,0,9,4,10,644,54.0,False
Santiago Frias,UAlbany,Defender,0,0,3,1,3,638,54.0,False
Patrick Osilaja,Eastern Ill.,Defender,0,0,3,1,8,751,54.0,False
Miguel Ramirez,Georgia St.,Midfielder,0,0,8,2,12,703,54.0,False
Niclas Wittur,Duke,Defender,0,1,1,0,2,506,54.0,False
Timothy Arias,UCF,Defender,0,0,1,1,17,421,54.0,False
Diego Nieves,San Jose St.,Defender,0,1,2,1,2,478,53.0,False
Oliver Becker,Air Force,Midfielder,0,0,10,5,14,674,53.0,False
Mitchel Varley,Providence,Defender,0,0,6,3,7,562,53.0,False
Jack Maguire,Washington,Defender,0,1,4,2,5,398,53.0,False
Benjamin Bjorkman,Central Conn. St.,Midfielder,0,0,2,1,10,1318,53.0,False
Abel Ador,UTRGV,Midfielder,0,0,6,1,11,405,53.0,False
Santi Hanus,UNLV,Defender,0,1,3,0,2,407,53.0,False
Jon Jelercic,Hofstra,Defender,0,1,2,0,2,422,53.0,False
Diego Martinez,Le Moyne,Midfielder,0,0,6,0,10,685,53.0,False
Riley Cullum,Army West Point,Midfielder,0,0,7,2,7,328,53.0,False
David Christensen,Saint Mary's (CA),Defender,1,0,6,1,7,357,53.0,False
Curtis Dunn,Houston Christian,Midfielder,0,0,7,2,4,707,53.0,False
Jordan Shullenburger,UAlbany,Midfielder,0,0,9,2,5,775,53.0,False
Oscar Arroyo,Green Bay,Midfielder,0,0,4,0,4,819,53.0,False
Nick Hupe,Holy Cross,Defender,0,0,4,0,12,408,53.0,False
Sean Flynn,Air Force,Midfielder,1,0,3,2,12,767,53.0,False
Davis Mungomba,Seattle U,Defender,1,0,1,1,5,578,53.0,False
Matt Iriarte,Marquette,Midfielder,0,0,4,2,21,577,53.0,False
Charlie Holton,St. Thomas (MN),Defender,0,0,6,1,5,627,53.0,False
Adrien Gameiro,LMU (CA),Forward,0,1,9,2,7,834,53.0,False
Owen Parrish,IU Indy,Midfielder,0,0,6,2,5,862,53.0,False
Clay Murador,Indiana,Forward,0,0,8,1,4,403,53.0,False
Sebastian Fuentes,CSUN,Forward,0,1,5,1,13,924,53.0,False
Adamo Pantaleo,UMBC,Defender,0,0,2,1,11,580,53.0,False
Kamran Mojabi,Fordham,Defender,0,1,1,0,6,345,53.0,False
Nolan Brice,Xavier,Defender,1,0,3,2,3,514,53.0,False
Daniel Firs,Loyola Chicago,Defender,1,0,6,2,5,521,53.0,False
Will Applegate,Tulsa,Midfielder,0,0,11,4,10,558,53.0,False
Dane Baker,Air Force,Defender,0,1,1,1,5,303,53.0,False
Justin Davidyock,Army West Point,Midfielder,0,1,2,0,3,577,53.0,False
Zach Renz,SIUE,Midfielder,0,0,5,2,10,688,53.0,False
Jayden Jackson,Temple,Midfielder,0,0,6,1,9,763,53.0,False
Alex Champagne,Temple,Midfielder,0,0,5,2,9,796,53.0,False
Evan Rupe,Radford,Forward,0,0,6,4,6,316,52.0,False
James Wilson,Dartmouth,Forward,0,0,11,3,6,997,52.0,False
Felix Huwiler,Milwaukee,Forward,0,0,6,3,7,334,52.0,False
Calem Tommy,NC State,Defender,0,0,3,1,8,528,52.0,False
Ryan Suckling,ETSU,Defender,1,0,3,2,3,504,52.0,False
Jackson Marks,Bellarmine,Midfielder,0,0,4,1,12,638,52.0,False
Levin Gerhardt,Michigan St.,Forward,0,1,7,1,11,976,52.0,False
Ian Joya,VMI,Midfielder,0,0,3,2,14,766,52.0,False
Jared Cornejo,Eastern Ill.,Midfielder,1,0,3,1,9,713,52.0,False
Ty Duax,Western Ill.,Unknown,2,1,20,9,20,1051,52.0,False
Jack Roberto,Bucknell,Defender,0,0,0,0,11,545,52.0,False
Connor Hearn,Colgate,Midfielder,0,0,6,2,7,702,52.0,False
Ryan Mundy,Lehigh,Forward,0,1,1,0,11,1472,52.0,False
Andre Roberts,Ohio St.,Midfielder,0,0,6,3,7,333,52.0,False
Daniel Reiter,Coastal Carolina,Midfielder,0,0,9,4,10,525,52.0,False
Arber Shala,FGCU,Defender,0,1,0,0,4,482,52.0,False
Valentin Brandis,Longwood,Defender,0,1,2,1,10,555,52.0,False
Ty Nero,Col. of Charleston,Defender,0,1,2,1,1,473,52.0,False
Joel Mcintyre,Western Ill.,Unknown,1,0,7,1,8,1684,52.0,False
Louis Hervouin,South Fla.,Midfielder,0,0,4,2,11,692,52.0,False
Dan Dobrin,George Washington,Midfielder,0,0,6,3,5,955,52.0,False
Jack Krongold,NJIT,Midfielder,0,0,3,2,6,832,52.0,False
Sam Bjarnason,Harvard,Midfielder,0,0,2,1,6,884,52.0,False
Jhared Willcot,Sacramento St.,Forward,0,1,4,0,4,904,52.0,False
Gianni Angaran,Canisius,Midfielder,0,0,3,0,9,865,52.0,False
Ethan Ash,North Florida,Defender,0,1,0,0,6,507,52.0,False
Tyler Tucker,Loyola Maryland,Midfielder,1,0,1,1,5,631,52.0,False
Filippo Censini,Bryant,Defender,0,1,1,1,4,376,52.0,False
Charlie Rutt,Stetson,Defender,1,0,3,3,4,559,52.0,False
Jose Maria Ojeda,Memphis,Forward,0,0,12,1,7,741,52.0,False
Karl Lundstrom Svahnqvist,Bellarmine,Defender,0,1,1,0,0,513,52.0,False
Mick Bastiaenen,Niagara,Defender,0,1,3,1,4,528,51.0,False
Robert Valdimarsson,Coastal Carolina,Midfielder,0,0,10,7,2,789,51.0,False
Ryan Namdar,UC San Diego,Forward,0,0,8,5,8,503,51.0,False
Ignacio Flores Iii,Pacific,Defender,0,0,1,0,10,525,51.0,False
Phillip Hauge,Central Conn. St.,Defender,0,0,1,1,9,780,51.0,False
Junior Saint Juste,South Carolina,Defender,0,1,2,1,3,362,51.0,False
Ethan O'Connor,Stonehill,Defender,0,1,0,0,5,425,51.0,False
Kai Feng,VCU,Midfielder,0,0,9,3,8,538,51.0,False
Seth Stewart,Indiana,Midfielder,0,0,4,2,12,424,51.0,False
Nico Rubio,Seton Hall,Midfielder,0,0,7,3,7,438,51.0,False
Jiro Uchida,California Baptist,Unknown,2,2,10,3,16,667,51.0,False
Michael Wilkerson,UNC Asheville,Unknown,2,2,12,7,5,599,51.0,False
Sam Diebold,Wofford,Defender,0,0,2,1,3,592,51.0,False
Jacob Vitale,Fairfield,Midfielder,0,0,4,1,6,831,51.0,False
Nacho Macias,LMU (CA),Forward,0,0,9,1,6,488,51.0,False
Bryce Griffith,South Carolina,Forward,0,0,7,3,3,362,51.0,False
Ethan Sullivan,Stonehill,Forward,0,0,10,5,2,569,51.0,False
Valter Salavuo,UNCW,Midfielder,0,0,4,2,8,670,51.0,False
Patrick Pires,UMass Lowell,Defender,0,0,1,0,7,590,51.0,False
Dominic Bell,Syracuse,Defender,0,0,1,1,11,482,51.0,False
Theo Maartensson,La Salle,Midfielder,0,0,4,1,5,714,51.0,False
Bill Okumu,Chicago St.,Midfielder,0,0,6,2,9,908,51.0,False
Tiago Lopes,Saint Louis,Midfielder,0,0,5,2,11,447,51.0,False
Peyton Pressley,USC Upstate,Forward,0,1,0,0,6,441,51.0,False
Josiah Green,Lipscomb,Forward,0,0,9,4,13,777,51.0,False
Jake Goehring,Gonzaga,Midfielder,0,0,6,2,8,407,51.0,False
Ian Boras,CSUN,Defender,0,0,3,0,9,527,51.0,False
Tyler Hardin,Saint Mary's (CA),Forward,0,0,9,4,8,601,51.0,False
Jaxon Hinds,Central Ark.,Defender,0,0,1,0,12,476,51.0,False
Alexander Castel,Harvard,Defender,0,1,1,0,3,346,51.0,False
Serigne Babacar,Grand Canyon,Defender,1,0,2,1,6,350,51.0,False
Zander Crooks,Detroit Mercy,Forward,0,0,5,0,11,379,50.0,False
George Herbert,Saint Mary's (CA),Midfielder,0,0,5,1,9,620,50.0,False
Fynn Allmon,Saint Mary's (CA),Forward,0,0,7,1,7,1285,50.0,False
Donovan Williams,Ohio St.,Defender,0,1,1,0,2,367,50.0,False
Djordje Petrovic,Cleveland St.,Midfielder,0,0,4,3,12,446,50.0,False
Jonas Fritschi,UCF,Unknown,1,0,11,4,9,1302,50.0,False
William Fagerberg,UIW,Unknown,3,0,13,9,6,509,50.0,False
Elias Thomas,San Francisco,Defender,0,1,1,0,1,320,50.0,False
Duante Tulloch,Fairfield,Defender,0,1,1,1,3,345,50.0,False
Pierre Lurot,Michigan,Defender,0,1,0,0,3,374,50.0,False
Oliver Stafford,Georgetown,Defender,0,0,1,0,3,543,50.0,False
Nate Hagemann,Eastern Ill.,Defender,0,0,0,0,3,689,50.0,False
Eyifehn Forfor,CSUN,Forward,0,0,8,3,9,605,50.0,False
Evan Jimerson,DePaul,Midfielder,0,0,1,0,6,760,50.0,False
Elliot Rigbert,Temple,Forward,0,0,14,4,8,987,50.0,False
Nicholas Wilson,Stony Brook,Defender,1,0,2,2,3,499,50.0,False
Abdou Samb,Memphis,Midfielder,0,0,5,0,4,675,50.0,False
Jaiye Sheppard,Chicago St.,Forward,0,0,6,4,24,567,50.0,False
Ryan Kuldanek,Memphis,Midfielder,0,0,7,1,5,345,50.0,False
Victor Labite,FDU,Midfielder,0,0,1,1,9,711,50.0,False
Michael Mor,California Baptist,Defender,0,0,9,3,2,489,50.0,False
Michael Ramirez,Northwestern,Forward,0,0,6,3,4,340,50.0,False
Pablo Figueroa,UC Santa Barbara,Defender,0,1,3,0,1,387,50.0,False
Phillip Strube,Mercyhurst,Defender,0,1,0,0,3,352,50.0,False
Carson Danner,Radford,Defender,1,0,3,1,4,310,50.0,False
Hamilton Howes,William & Mary,Defender,1,0,2,1,0,587,50.0,False
Adam Rustami,Marist,Unknown,1,2,13,6,21,690,50.0,False
Jack Meyer,Army West Point,Midfielder,0,0,3,0,9,747,50.0,False
Nick Prime,Bucknell,Defender,1,0,5,2,1,313,50.0,False
Ryan Behrmann,Army West Point,Midfielder,0,0,5,0,4,767,50.0,False
Jayden Gonsalves,LMU (CA),Defender,0,0,2,1,9,404,50.0,False
Sebastian Sunol,NJIT,Forward,0,0,7,2,19,579,50.0,False
Zane Alafranji,San Francisco,Forward,0,0,6,2,8,451,49.0,False
Ian Zahara,Winthrop,Defender,0,1,1,0,2,411,49.0,False
Aidan Flynn,Rutgers,Defender,1,0,1,1,5,352,49.0,False
Brendan Bell,California,Midfielder,0,0,4,3,10,581,49.0,False
Noah Kummrow,IU Indy,Defender,0,1,2,1,0,327,49.0,False
Anthony Catanzaro,Central Conn. St.,Forward,0,0,7,4,6,460,49.0,False
Anthony Cox,USC Upstate,Defender,0,1,11,4,6,547,49.0,False
Daniel Hickiewicz,DePaul,Forward,0,0,6,1,3,385,49.0,False
Luka Peric,Columbia,Forward,0,0,7,4,8,482,49.0,False
Benjamin Graham,Western Ill.,Unknown,0,2,7,1,38,1231,49.0,False
Joseph Ogwang,Oregon St.,Defender,0,0,0,0,6,546,49.0,False
Jonathan Murphy,Boston College,Midfielder,0,0,6,2,5,420,49.0,False
Edis Alic,UAlbany,Defender,0,0,1,0,10,585,49.0,False
Justin Vallejo,Central Conn. St.,Midfielder,0,0,6,2,14,744,49.0,False
Nikita Stepanov,Eastern Ill.,Defender,0,0,3,0,1,666,49.0,False
Jared Demott,George Washington,Defender,1,0,3,2,4,426,49.0,False
Louison Cavalier,Gardner-Webb,Defender,0,0,3,1,6,496,49.0,False
Keegan James,St. Thomas (MN),Midfielder,0,0,4,3,2,885,49.0,False
Diego Letayf,Georgetown,Midfielder,0,0,3,0,9,313,49.0,False
Stan De Vries,Seton Hall,Midfielder,0,0,7,0,4,450,49.0,False
Javon Daniels,Villanova,Forward,0,0,5,1,4,340,48.0,False
Tremain Simpson,Houston Christian,Defender,0,0,1,0,3,503,48.0,False
Maddox Behnfeldt,Northern Ky.,Midfielder,0,0,4,0,6,614,48.0,False
Pieter Bultman,Vermont,Defender,1,0,2,1,2,353,48.0,False
Matteo Piccardo,New Hampshire,Defender,0,0,3,2,1,479,48.0,False
Fabian Menendez,Wofford,Midfielder,0,0,3,2,10,414,48.0,False
Lucas Lainez,Southern Ind.,Defender,0,0,3,0,7,589,48.0,False
Adam Holt,Saint Peter's,Forward,0,0,8,3,8,646,48.0,False
Christoph Schurz,Northeastern,Defender,0,0,3,1,4,456,48.0,False
Dylan Williams,Georgia St.,Defender,0,0,2,0,4,588,48.0,False
Shane Clancy,Jacksonville,Defender,0,0,0,0,5,513,48.0,False
Trip Campbell,Furman,Midfielder,0,0,7,5,1,311,48.0,False
Simon Guardiero,Akron,Defender,1,0,3,2,1,326,48.0,False
Caleb Bennett,Winthrop,Midfielder,0,0,2,0,11,324,48.0,False
Lucas Santos,Eastern Ill.,Defender,0,0,2,1,13,554,48.0,False
Balint Kocso,James Madison,Forward,0,0,6,3,3,421,48.0,False
Abraham Gutierrez,Cal St. Fullerton,Defender,0,1,0,0,2,399,48.0,False
Austin Rocke,Central Conn. St.,Midfielder,0,0,6,1,12,574,48.0,False
Aaron Pondeca,Mercer,Forward,0,0,5,1,14,463,48.0,False
Will Schroeder,Notre Dame,Midfielder,0,0,6,2,3,400,48.0,False
Odin Rosten,CSUN,Forward,0,0,5,3,9,406,48.0,False
Nate Erre,Wright St.,Defender,0,1,0,0,2,353,48.0,False
Jahvanie Hammond,FGCU,Midfielder,0,0,1,0,11,646,48.0,False
Mael Lopes,Binghamton,Forward,0,0,6,3,12,530,48.0,False
Wyatt Meyer,California,Midfielder,0,0,7,3,1,551,47.0,False
Eric Lusskin,Army West Point,Midfielder,0,0,3,2,7,602,47.0,False
Joey Betts,Air Force,Forward,0,0,7,0,7,555,47.0,False
Brandon Meminger,Loyola Maryland,Defender,0,0,6,3,3,464,47.0,False
Paul Sarac,Old Dominion,Defender,0,0,1,1,2,526,47.0,False
Winston Oziri,Bucknell,Forward,0,0,10,1,1,904,47.0,False
Tyler Leonard,UNC Asheville,Defender,1,0,2,1,3,381,47.0,False
Lincoln Aquino,UNLV,Midfielder,0,0,2,1,2,711,47.0,False
Tyler Kato,Air Force,Midfielder,0,0,10,3,2,577,47.0,False
Cam Lamptey,Radford,Defender,1,0,3,2,2,328,47.0,False
John Roman,Boston U.,Defender,0,0,4,1,0,544,47.0,False
Salvatore Zani,Merrimack,Forward,0,0,6,2,9,530,47.0,False
Riyon Tori,Charlotte,Midfielder,0,0,1,0,13,540,47.0,False
Josh Baros,Central Ark.,Defender,0,0,2,1,5,447,47.0,False
Jared Frack,Central Conn. St.,Midfielder,0,0,4,2,6,316,47.0,False
Brady Lewis,New Hampshire,Midfielder,0,0,6,2,1,312,47.0,False
Cooper Kieran,Lipscomb,Midfielder,0,0,3,0,2,723,47.0,False
Kobe Perlaza,Saint Joseph's,Defender,0,0,2,0,9,420,47.0,False
Malo Blondeau,Manhattan,Defender,0,0,0,0,5,515,47.0,False
Drew Brown,Wisconsin,Defender,0,0,0,0,3,513,47.0,False
Leo Rodriguez,Marquette,Defender,0,0,4,0,7,346,47.0,False
Caleb Robertson,Belmont,Midfielder,0,0,2,1,12,574,47.0,False
Theo Harris,Rhode Island,Forward,0,0,5,2,9,445,47.0,False
Andrea Nguionza,Marist,Midfielder,0,0,7,3,3,500,47.0,False
Andrew Miranda,Southern Ind.,Defender,0,0,4,1,6,519,47.0,False
Joseph Arena,Fairfield,Midfielder,0,0,4,2,7,377,46.0,False
Marco Ojea Quintana,Harvard,Midfielder,0,0,7,1,3,586,46.0,False
Jiwoo Lee,New Hampshire,Midfielder,0,0,5,2,5,396,46.0,False
Tommaso Villa,Ohio St.,Midfielder,0,0,2,2,6,574,46.0,False
Shayne Thompson,Brown,Defender,0,0,2,0,2,491,46.0,False
Kamran Tejumola,Loyola Chicago,Defender,0,0,2,1,5,471,46.0,False
Daragh Reilly,Akron,Defender,0,0,3,0,1,423,46.0,False
Mateus Moura,Kansas City,Defender,0,0,2,0,4,406,46.0,False
Wesley Rhodes,Southern Ind.,Midfielder,0,0,5,2,8,521,46.0,False
Sune Aarup,UNCW,Midfielder,0,0,7,3,2,517,46.0,False
Jason Gun,ETSU,Defender,0,0,1,1,4,430,46.0,False
Ben Schouten,Loyola Maryland,Midfielder,0,0,4,1,8,524,46.0,False
Jackson Jones,Bellarmine,Midfielder,0,0,2,0,9,438,46.0,False
Andrea Campoli,NJIT,Defender,0,0,3,1,8,399,46.0,False
Carson Hickok,USC Upstate,Defender,0,1,3,1,21,892,46.0,False
Lovro Horvat,UAlbany,Defender,0,0,1,0,5,569,46.0,False
Mathis Varin,Penn,Midfielder,0,0,2,1,8,491,45.0,False
Harry Phantis,Oakland,Defender,0,0,2,0,0,519,45.0,False
Nathan Bessinger,Purdue Fort Wayne,Midfielder,0,0,4,1,4,341,45.0,False
Isaiah Thomas,California,Midfielder,0,0,2,0,8,592,45.0,False
Mikah Madrid,UNLV,Unknown,1,1,7,2,18,1135,45.0,False
Mano Karjian,IU Indy,Midfielder,0,0,5,3,3,409,45.0,False
Merrick Schaefer,St. Thomas (MN),Midfielder,0,0,2,1,11,586,45.0,False
Jan Golinski,Saint Joseph's,Defender,0,0,2,0,4,542,45.0,False
Kendell Thomas,Coastal Carolina,Defender,0,0,0,0,3,525,45.0,False
Emilio Madrigal,Bradley,Midfielder,0,0,5,1,2,312,45.0,False
Kevin Meza,UC Riverside,Midfielder,0,0,3,1,5,310,45.0,False
Moa Mohammedi,Wofford,Defender,0,0,2,1,1,435,45.0,False
Filip Fredhall,Louisville,Defender,0,0,2,1,3,446,45.0,False
Nikolai Bull Jorgensen,Duke,Unknown,0,1,3,1,24,928,45.0,False
Massimo Erfani,Pacific,Midfielder,0,0,6,3,2,566,45.0,False
Sam Delong,Drake,Defender,0,0,3,2,6,380,45.0,False
Gabriel Haggerty,UC Davis,Defender,0,0,0,0,2,458,45.0,False
Alex Chung,George Washington,Forward,0,0,4,2,9,493,44.0,False
Gabe Voung,Southern Ind.,Forward,0,0,6,2,2,508,44.0,False
Aldo Jimenez,Chicago St.,Forward,0,0,5,2,8,565,44.0,False
Mason Lamb,Clemson,Defender,0,0,1,1,2,406,44.0,False
Connor Walcott,Navy,Midfielder,0,0,3,0,6,421,44.0,False
Henrique Lobato,Grand Canyon,Defender,0,0,0,0,3,404,44.0,False
Filipe Bastos,Bryant,Forward,0,0,3,1,7,835,44.0,False
Austin Pearcy,Grand Canyon,Midfielder,0,0,0,0,3,668,44.0,False
Stefan Bilinac,Omaha,Midfielder,0,0,1,0,8,499,44.0,False
Iver Skorve,Jacksonville,Midfielder,0,0,4,2,4,574,44.0,False
Colin Mullen,Milwaukee,Defender,0,0,0,0,1,496,44.0,False
Adrian Biaggi,Dayton,Midfielder,0,0,2,1,5,471,44.0,False
Nick Kashambuzi,Dartmouth,Defender,0,0,2,0,4,404,44.0,False
Yverson Monongo-Kuangu,Georgia St.,Defender,0,0,1,0,0,567,44.0,False
Baylor Denu,Green Bay,Defender,0,0,0,0,0,522,44.0,False
Josh Sczech,Winthrop,Midfielder,0,0,4,2,4,400,44.0,False
Justin Faison,Sacramento St.,Defender,0,0,2,2,2,402,43.0,False
Ricardo Joasilus,UTRGV,Midfielder,0,0,2,2,7,593,43.0,False
Owen Lagerwey,UNC Asheville,Midfielder,0,0,2,2,5,582,43.0,False
Victor Hugo De Oliveira Lopes,FGCU,Defender,0,0,1,0,3,410,43.0,False
Xavier Davidson,St. Bonaventure,Defender,0,0,1,1,4,437,43.0,False
Braden Griffin,Bellarmine,Defender,0,0,4,2,4,388,43.0,False
Xavier Holloway,Saint Louis,Midfielder,0,0,4,0,2,483,43.0,False
Alberto Cruz,Pacific,Forward,0,0,3,2,15,627,43.0,False
Michael Krzeminski,Le Moyne,Defender,0,0,2,1,2,427,43.0,False
Sean Fitzgerald,Binghamton,Midfielder,0,0,2,0,6,494,43.0,False
Logan Smith,UNC Asheville,Defender,0,0,1,1,7,388,43.0,False
Lucas Gelebart,UNLV,Unknown,0,2,13,6,9,804,43.0,False
Ollie West,USC Upstate,Defender,1,0,3,3,3,423,43.0,False
Attila Toth,Air Force,Forward,0,0,3,2,10,411,43.0,False
Josh Lucas,San Diego St.,Defender,0,0,6,2,2,315,43.0,False
Gael Arceo,Canisius,Defender,0,0,2,0,1,562,43.0,False
Andreas Raisanen,Fla. Atlantic,Forward,0,0,3,1,5,346,43.0,False
Amjot Narang,UCLA,Midfielder,0,0,2,1,5,315,43.0,False
Marco Mazzei,Oakland,Forward,0,0,4,1,10,580,43.0,False
Charlie Hogan,Cal Poly,Defender,0,0,5,2,1,311,42.0,False
Cal Walsh,Brown,Midfielder,0,0,4,1,1,418,42.0,False
Emile Kisse,Fordham,Forward,0,0,2,1,12,463,42.0,False
Ethan Senter,UC Santa Barbara,Midfielder,0,0,2,1,5,339,42.0,False
Jack Kehoe,Mount St. Mary's,Unknown,1,0,9,3,17,1232,42.0,False
Garrett Morris,Southern Ind.,Midfielder,0,0,2,0,5,312,42.0,False
Kasper Heerfordt,Fla. Atlantic,Unknown,0,1,3,1,12,1020,42.0,False
Jaiden Windell,Santa Clara,Midfielder,0,0,4,1,3,387,42.0,False
Francisco Segura,UIW,Unknown,0,1,10,5,2,333,42.0,False
Noah Sandahl,Detroit Mercy,Midfielder,0,0,3,0,4,556,42.0,False
Ernest Bawa,Syracuse,Unknown,0,0,16,6,15,483,42.0,False
Julian Kuhr,Wisconsin,Forward,0,0,2,0,11,628,42.0,False
Trey Demps,Jacksonville,Midfielder,0,0,3,1,3,496,42.0,False
Kelvin Da Costa,Syracuse,Midfielder,0,0,3,1,2,594,42.0,False
Tristan Monroe,Lipscomb,Defender,0,0,0,0,2,504,42.0,False
Hayden Carlson,UC Davis,Defender,0,0,5,2,1,355,41.0,False
Angel Saldana,Utah Tech,Unknown,1,0,7,2,22,1052,41.0,False
Korey Philpot,Elon,Defender,0,0,0,0,6,320,41.0,False
Eoin Martin,Kentucky,Forward,0,0,3,1,1,326,41.0,False
Tim Langenbahn,Harvard,Defender,0,0,0,0,6,377,41.0,False
Finn Werner,CSUN,Midfielder,0,0,2,0,4,417,41.0,False
Diego Diaz,Longwood,Forward,0,0,2,1,6,307,41.0,False
Seth Highfield,Lipscomb,Forward,0,0,3,1,3,361,41.0,False
Owen Santos,Chicago St.,Midfielder,0,0,4,2,3,478,41.0,False
Hagen Kyle,Radford,Defender,0,0,0,0,4,548,41.0,False
Fernando Adrados,Western Ill.,Defender,0,0,0,0,6,326,41.0,False
Mikhail Keise,South Fla.,Defender,0,0,0,0,1,410,41.0,False
Nathan Tozzi,Queens (NC),Midfielder,0,0,0,0,9,359,41.0,False
Nick Lockermann,Vermont,Defender,0,0,3,1,2,318,41.0,False
Morgan Marvik,ETSU,Defender,0,0,0,0,0,405,41.0,False
Drew Stephans,Colgate,Midfielder,0,0,0,0,8,448,41.0,False
Nicholas Beier,Akron,Midfielder,0,0,4,1,1,350,41.0,False
