Name,Team,Position,Goals,Assists,Shots,Shots On Target,Fouls Won,Minutes Played,MAX,MLS_Drafted
Teddy Baker,Hofstra,Forward,6,5,35,15,13,1204,83.0,False
Anthony Huang,VMI,Forward,4,6,33,14,9,912,83.0,False
Sinan Solmaz,CSU Bakersfield,Defender,1,0,8,2,18,1440,83.0,False
Josh Hardin,Akron,Defender,0,1,3,0,16,1428,83.0,False
Thomas Gilej,Ohio St.,Defender,1,1,20,7,11,1339,83.0,False
Babacar Niang,Wake Forest,Forward,4,0,27,9,11,537,83.0,False
Ben Do,Penn,Defender,0,2,9,5,19,1345,83.0,False
Ezra White,Col. of Charleston,Midfielder,1,10,22,8,28,1428,83.0,False
Nico Kross,ETSU,Defender,0,1,3,2,7,1505,83.0,False
Eric Svensson,Siena,Defender,1,1,8,3,11,1418,83.0,False
Fumiya Shiraishi,Missouri St.,Forward,5,4,30,12,7,870,83.0,False
Nacho Garcia,Evansville,Defender,1,1,5,3,20,1487,83.0,False
Roberto Ordonez,Cal St. Fullerton,Midfielder,7,7,40,21,6,1346,83.0,False
Austin Yowell,Bellarmine,Defender,2,4,13,8,11,1358,83.0,False
Sebastian Zettl,Fla. Atlantic,Midfielder,3,9,26,11,19,1199,83.0,False
Alejandro Martinez,Milwaukee,Forward,9,4,45,30,12,1443,83.0,False
Marek Gonda,George Mason,Forward,8,3,37,19,21,1258,83.0,False
Andrew Monteserin,Quinnipiac,Forward,3,1,8,7,6,362,83.0,False
Keagan Pace,DePaul,Forward,3,5,11,7,11,601,83.0,False
Tanner Dutra,Utah Tech,Defender,1,0,2,2,6,1620,83.0,False
Arnau Farnos,Oregon St.,Midfielder,9,3,51,18,31,1446,83.0,True
Josiah Blanton,James Madison,Defender,2,1,10,3,4,1350,83.0,False
Javanne Smith,Lipscomb,Forward,6,2,43,24,29,993,83.0,False
Momo Diop,Rider,Midfielder,10,4,41,23,26,1623,83.0,False
Luis Sahmkow,Pittsburgh,Forward,9,3,31,20,44,1431,83.0,False
Daniel Mangarov,Virginia,Midfielder,2,8,34,10,39,1715,83.0,False
Tyler Trimnal,Clemson,Forward,6,4,45,20,26,1256,83.0,False
Jose Estrada,Oral Roberts,Forward,2,4,7,3,10,424,83.0,False
Mohammed Seidu,High Point,Defender,1,1,10,3,23,1429,83.0,False
Ethan Giwa-Mcneil,Houston Christian,Forward,7,4,41,15,24,1144,83.0,False
Greyson Mercer,Western Mich.,Forward,8,5,44,19,32,1599,83.0,False
Elijah Bishop,Central Ark.,Defender,1,1,4,1,12,1609,83.0,False
Scott Mcleod,VCU,Defender,0,0,4,0,16,1431,82.0,False
Eamon Moylan,Davidson,Defender,1,0,4,2,18,1599,82.0,False
Kevin Ruiz,FDU,Defender,0,1,8,3,10,1582,82.0,False
Archie Mcdonnell,SIUE,Defender,0,0,6,3,10,1390,82.0,False
Liam Winograd,Colgate,Defender,1,0,6,2,6,1503,82.0,False
Tyler Trusner,LMU (CA),Defender,0,1,9,4,18,1438,82.0,False
Jesus De Vicente,UIC,Defender,1,4,25,7,27,1517,82.0,False
David Houja,FIU,Defender,1,0,5,1,10,1540,82.0,False
Charlie Dickerson,Bradley,Defender,2,1,10,4,33,1382,82.0,False
Max Andrews,Boston College,Defender,1,2,5,3,5,1347,82.0,False
Daniel Osei-Tutu,Campbell,Defender,1,0,18,5,19,1305,82.0,False
Ashton Kamdem,Akron,Defender,0,2,6,1,14,1323,82.0,False
Blaize Hardy,Duquesne,Defender,1,1,6,1,8,1368,82.0,False
Yoshiya Okawa,UNC Greensboro,Midfielder,8,4,26,14,23,1067,82.0,False
Albert Thorsen,Pittsburgh,Forward,7,3,34,16,4,1262,82.0,False
Jason Bucknor,Michigan,Defender,6,1,23,10,15,1281,82.0,True
Paul Danner,Jacksonville,Defender,0,2,4,1,16,1370,82.0,False
Pietro Fontana,Central Ark.,Forward,8,2,30,20,20,1235,82.0,False
Enzo Gindro,Oral Roberts,Defender,1,0,2,1,10,1398,82.0,False
Daniel Moore,Charlotte,Defender,0,3,10,3,24,1190,82.0,False
Leo Lemoine,George Mason,Defender,2,0,6,3,5,1423,82.0,False
Anass Hadran,Robert Morris,Midfielder,4,7,31,17,40,1316,82.0,False
Chimere Omeze,Syracuse,Defender,3,1,17,8,22,1306,82.0,False
Leevi Swearengen,Western Ill.,Defender,0,0,3,1,16,1592,82.0,False
Jaden Prado,Northeastern,Defender,0,3,7,3,14,1333,82.0,False
Cooper Lijewski,Dayton,Forward,3,6,31,16,7,916,82.0,False
Donavan Phillip,NC State,Forward,6,3,45,19,18,1179,82.0,False
Mitch Coughlon,Bradley,Forward,4,2,15,10,7,564,82.0,False
Dilane Zouantcha,American,Forward,3,2,6,4,8,411,82.0,False
Richard Morel,Marist,Forward,8,3,34,19,19,1266,82.0,False
Will Eby,Michigan St.,Defender,1,0,8,3,8,1337,82.0,False
Brock Frasier,Holy Cross,Defender,1,0,6,3,9,1427,82.0,False
Jack O'Malley,Hofstra,Defender,1,0,2,1,20,1393,82.0,False
Luke Yates,Binghamton,Defender,3,2,12,7,11,1341,82.0,False
Edgar Correia,Central Ark.,Defender,0,1,1,0,16,1530,82.0,False
Jamie Orson,Yale,Defender,0,1,8,3,28,1425,82.0,False
Youri Senden,UCLA,Defender,0,1,0,0,7,1384,82.0,False
Matt Cence,Massachusetts,Midfielder,1,7,46,19,14,1811,82.0,False
Jake Shaked,CSUN,Defender,1,0,8,3,7,1519,82.0,False
Nick Relerford,Cal St. Fullerton,Defender,1,0,8,4,33,1434,82.0,False
Schinieder Mimy,Oral Roberts,Defender,0,1,10,4,11,1352,82.0,False
Zach Zengue,Georgetown,Midfielder,3,7,45,15,38,1464,82.0,False
Wan Kuzri Wan Kamal,Akron,Midfielder,4,6,23,11,25,1618,82.0,False
Rylan Smith,San Francisco,Defender,0,0,3,0,15,1380,82.0,False
Jason Bouregy,Villanova,Midfielder,4,8,50,22,18,1323,82.0,False
Quinn Mahoney,Cal Poly,Midfielder,4,6,43,18,29,1125,82.0,False
Cooper Flax,Wake Forest,Midfielder,9,1,63,26,34,2087,82.0,False
Ransford Gyan,Clemson,Forward,5,6,43,17,37,1524,82.0,False
Patrick Cayelli,Penn,Midfielder,2,9,20,8,16,1331,82.0,False
Buba Fofanah,Portland,Forward,2,1,15,9,5,335,82.0,False
Gonzalez Fernandez,Iona,Midfielder,9,3,54,26,2,1581,82.0,False
Andre Insalaco,Fordham,Forward,4,3,24,11,10,746,82.0,False
Jai Hsieh-Bailey,Marquette,Defender,0,0,5,2,18,1451,82.0,False
Oje Ofunrein,Denver,Forward,9,1,31,14,41,1362,82.0,False
Roy Biegon,Lafayette,Forward,6,2,28,12,10,860,82.0,False
Andrew Shaffer,Bowling Green,Midfielder,2,9,19,12,12,1621,82.0,False
Malik Henry,Akron,Midfielder,2,9,17,9,11,1651,82.0,False
Samuel Sarver,Indiana,Forward,5,8,47,19,40,1632,82.0,True
Ziv Dahan,Manhattan,Forward,7,1,29,11,25,949,82.0,False
Bryce Blevins,Michigan,Midfielder,5,9,31,12,17,1832,82.0,False
Casper Grening,Pittsburgh,Midfielder,6,4,39,14,12,1330,82.0,False
Damian Segura,Drake,Midfielder,5,1,17,12,11,412,82.0,False
Lucas Mauro,Gardner-Webb,Forward,4,6,44,17,29,1120,82.0,False
Lennard Fock,Seattle U,Forward,3,0,25,13,11,460,82.0,False
Aidan Payne,NC State,Forward,2,2,14,7,15,404,82.0,False
Felix Kogler,Niagara,Forward,4,3,45,23,10,884,82.0,False
Cesar Bahena,San Diego,Midfielder,8,2,56,26,28,1265,82.0,False
Mason Christian,Howard,Forward,6,1,19,12,3,756,82.0,False
Nigel Griffith,St. John's (NY),Forward,3,4,22,13,18,672,82.0,False
Yanis Lakhlifi,UMass Lowell,Forward,5,1,24,14,17,702,82.0,False
Ryan Berghauer,Milwaukee,Defender,2,0,10,6,11,1406,82.0,False
Isaac Johnson,Lindenwood,Defender,1,0,19,9,5,1395,82.0,False
Logan Finnegan,DePaul,Forward,7,1,26,11,23,933,82.0,False
Marc Pitarch Bayot,Bryant,Forward,8,3,53,22,15,1412,82.0,False
Josh Kenworthy,UC Irvine,Defender,0,0,6,0,2,1432,82.0,False
Trey Gardiner,Virginia Tech,Defender,1,1,8,5,5,1319,82.0,False
Ellis Spikner,Oregon St.,Forward,3,7,40,10,18,1060,82.0,False
Ryan Hannosh,Butler,Forward,6,5,40,21,26,1283,82.0,False
Rio Onwumere,Binghamton,Defender,0,0,4,0,7,1440,82.0,False
Viggo Gustavsson,Grand Canyon,Defender,0,1,3,1,6,1454,82.0,False
Avery Huggins,Cal St. Fullerton,Defender,0,0,3,1,18,1514,82.0,False
Vasilis Moiras,Dartmouth,Forward,6,2,44,23,12,1071,82.0,False
Siddiq Lezzar,CSUN,Defender,0,0,9,5,22,1505,82.0,False
Chase Gilley,Robert Morris,Forward,7,5,31,14,29,1342,82.0,False
Trey Sheeler,Lehigh,Defender,1,1,10,6,5,1593,82.0,False
Jeremy Sharp,Michigan St.,Defender,0,1,19,7,16,1279,82.0,False
Robert Myrick,La Salle,Defender,0,0,1,0,20,1472,82.0,False
Alex Notzka,Seattle U,Forward,1,3,9,4,6,314,82.0,False
Bryce Boneau,Notre Dame,Midfielder,1,8,14,6,17,1384,81.0,False
Beto Soto,Michigan,Forward,3,9,32,13,5,1119,81.0,False
Luis Lara,Saint Louis,Forward,8,1,49,20,25,1403,81.0,False
Sebastian Restrepo,Northeastern,Forward,4,1,17,10,11,578,81.0,False
Will Reilly,Stanford,Midfielder,3,5,21,8,51,1788,81.0,False
Arnau Vilamitjana,Pittsburgh,Midfielder,5,3,27,10,28,1480,81.0,False
Marko Rimac,Cleveland St.,Forward,5,3,45,23,30,1193,81.0,False
Quentin Clain,George Mason,Midfielder,5,4,43,19,21,1377,81.0,False
Gabriel Bracken Serra,San Francisco,Midfielder,4,5,39,20,32,1426,81.0,False
James Maxwell,Purdue Fort Wayne,Midfielder,5,2,10,5,3,422,81.0,False
Caden Stafford,Loyola Maryland,Forward,4,2,26,12,11,726,81.0,False
Brady Poor,Sacred Heart,Forward,3,1,16,5,8,478,81.0,False
Bryan Akongo,Rider,Forward,6,5,34,15,27,1264,81.0,False
Harrison Shaw,Utah Tech,Defender,0,0,3,1,11,1510,81.0,False
Samuel Idinge,Queens (NC),Defender,1,1,7,3,10,1620,81.0,False
Mekhi Wright,Lindenwood,Defender,1,0,10,5,11,1364,81.0,False
Nicholas Shirley,American,Defender,1,1,11,5,11,1395,81.0,False
Peter Kingston,Washington,Midfielder,6,5,31,18,21,1442,81.0,False
Jonah Fogel,American,Defender,0,2,2,0,10,1425,81.0,False
Grant Mcintosh,Duquesne,Defender,0,2,6,1,10,1302,81.0,False
Brock Pope,SMU,Defender,1,1,13,6,13,1359,81.0,False
Shuntaro Endo,UTRGV,Defender,0,0,9,4,8,1402,81.0,False
Malik Sylvester,Oakland,Defender,1,0,6,1,11,1420,81.0,False
Carlos Trott,Liberty,Defender,1,0,10,4,7,1365,81.0,False
Thomas Vold,Northeastern,Defender,0,1,10,2,17,1303,81.0,False
Fynn Geigle,High Point,Defender,0,0,8,2,25,1313,81.0,False
Jace Foster,Oakland,Defender,0,2,16,2,26,1358,81.0,False
Christoffer Vie,Duquesne,Defender,1,0,5,3,9,1324,81.0,False
Bryan Gutierrez,Sacramento St.,Defender,0,0,10,5,13,1479,81.0,False
Camron Boumsong,St. John's (NY),Defender,0,1,22,6,16,1286,81.0,False
Sebastian Nava,Portland,Midfielder,3,7,34,12,18,1485,81.0,False
Aj Meade-Tatum,UC Riverside,Defender,0,1,7,1,31,1350,81.0,False
Nathan Rodrigues,LMU (CA),Defender,1,0,5,4,4,1396,81.0,False
Mathis Haugen,South Fla.,Defender,1,1,4,2,22,1399,81.0,False
Israel Carrillo,San Diego St.,Defender,0,1,2,1,13,1412,81.0,False
Sahai Williams,Omaha,Defender,0,0,1,1,7,1404,81.0,False
Teagan Dunne,Old Dominion,Defender,0,0,2,1,9,1350,81.0,False
Nico Nee,Princeton,Forward,5,1,22,10,31,738,81.0,False
Guershom Sylvain,Detroit Mercy,Forward,6,1,40,22,26,1059,81.0,False
Takahiro Fujita,Marshall,Defender,1,2,15,4,8,1202,81.0,False
Chris Album,Green Bay,Forward,7,0,43,21,17,1126,81.0,False
Matteo Carbone,Pacific,Defender,1,3,7,4,7,1314,81.0,False
William Nilsson,South Carolina,Defender,2,1,14,9,18,1291,81.0,False
Farhan Moustafa,Gonzaga,Defender,0,0,9,5,15,1482,81.0,False
Erick Serrano,Cal St. Fullerton,Midfielder,5,6,32,12,18,1396,81.0,False
Connor Bagdon,Holy Cross,Defender,0,2,0,0,5,1389,81.0,False
Ashwin Menon,Duquesne,Defender,0,1,8,2,8,1312,81.0,False
Brayden Beason,San Francisco,Forward,5,1,28,13,16,802,81.0,False
Asher Ozuzu,Milwaukee,Forward,3,0,14,5,17,417,81.0,False
Terence Okoeguale,San Diego St.,Forward,6,5,24,14,44,1147,81.0,False
Jack Jasinski,Princeton,Midfielder,1,9,13,3,22,1594,81.0,False
Jack Dean,Kansas City,Midfielder,2,3,10,5,4,354,81.0,False
Palmer Ault,Butler,Forward,5,6,34,18,36,1279,81.0,False
Frankie De Francesco,High Point,Forward,5,3,32,14,21,969,81.0,False
Charlie Kriel,Navy,Defender,1,1,19,5,20,1350,81.0,False
Breno Correia,Gardner-Webb,Defender,0,3,10,3,19,1380,81.0,False
Bojan Kolevski,Cleveland St.,Forward,6,6,32,15,7,1409,81.0,False
Jermaine Mentoor,Lindenwood,Defender,3,1,13,8,14,1286,81.0,False
Simon Carlson,West Virginia,Midfielder,4,5,45,17,24,1268,81.0,False
Arthur Duquenne,Clemson,Defender,1,4,8,3,11,1253,81.0,True
Tj Presthus,Yale,Defender,4,0,11,7,16,1382,81.0,False
Filip Ivarsson,Monmouth,Defender,0,1,2,0,7,1252,81.0,False
Matthew Senanou,Xavier,Defender,3,0,17,8,7,1277,81.0,True
Carlos Santamaria,Mercer,Midfielder,3,7,32,10,21,1373,81.0,False
Sam Davis,Lehigh,Defender,2,1,11,6,14,1439,81.0,False
Alvaro Gironda,Santa Clara,Defender,0,1,6,2,11,1323,81.0,False
Eduardo Mustre,FIU,Forward,5,0,20,11,14,660,81.0,False
Victor Stromsten,Elon,Forward,4,6,16,10,24,926,81.0,False
Colton Pleasants,Duke,Midfielder,5,4,29,11,19,1020,81.0,False
Zach Bohane,Stanford,Midfielder,5,3,49,21,34,1432,81.0,False
Quin Delamater,Boston U.,Defender,3,3,14,9,8,1261,81.0,False
Gabe Findley,Liberty,Midfielder,3,6,36,17,33,1243,81.0,False
Gabriel Ramos,ETSU,Midfielder,6,7,29,14,12,1431,81.0,False
Harvey Sarajian,Ga. Southern,Forward,4,6,15,9,24,954,81.0,False
Mesfin Roda,Milwaukee,Forward,5,7,22,12,37,1179,81.0,False
Nikola Djordjevic,SMU,Midfielder,1,5,24,9,48,1590,81.0,True
Agaton Pourshahidi,UC Irvine,Forward,7,2,35,20,13,1116,81.0,False
Nacho Diaz Barragan,Evansville,Forward,8,2,43,24,62,1716,81.0,False
Shane Anderson,Purdue Fort Wayne,Forward,7,0,36,13,14,996,81.0,False
Andrew Paolucci,Green Bay,Midfielder,5,4,52,26,21,1342,81.0,False
Danny Lokko,Cornell,Forward,3,4,23,12,17,733,81.0,False
Jacopo Fedrizzi,Evansville,Midfielder,4,6,20,7,28,1636,81.0,False
Kimito Fritz,UTRGV,Defender,1,3,10,7,11,1337,81.0,False
Josh Jones,Louisville,Defender,3,1,17,6,13,1350,81.0,False
Roc Carles,Hofstra,Midfielder,2,4,20,8,43,1753,81.0,False
Anthony Samways,Ohio St.,Midfielder,0,4,12,1,34,1967,81.0,True
Luka Lukic,UC Riverside,Forward,5,4,35,18,21,1089,80.0,False
Miles Bonham,Dayton,Midfielder,1,4,21,6,12,1763,80.0,False
Sam Williams,North Carolina,Midfielder,4,2,30,11,15,1592,80.0,False
Jacobo Sanfeliu,SIUE,Forward,6,0,46,22,9,1016,80.0,False
Oliver Roche,Virginia Tech,Forward,5,0,37,20,13,850,80.0,False
Andrew Czech,North Carolina,Midfielder,0,6,17,4,20,1603,80.0,False
Ben Smith,Denver,Midfielder,2,3,19,6,28,1875,80.0,False
Sydney Wathuta,Vermont,Forward,1,13,49,15,19,1745,80.0,True
Ryan Okerayi,Houston Christian,Forward,5,6,41,15,28,1448,80.0,False
John Gates,Lindenwood,Forward,4,7,33,19,21,1262,80.0,False
Antonio Illuminato,Clemson,Midfielder,4,4,19,7,25,1332,80.0,False
Blake D'Agostino,California Baptist,Forward,6,0,31,19,49,950,80.0,False
Jose Vivas,Evansville,Midfielder,1,5,36,13,39,1497,80.0,False
Cole Schrage,Drake,Defender,1,2,3,2,11,1208,80.0,False
Bryce Swinehart,Liberty,Defender,1,2,6,4,15,1262,80.0,False
Kk Baffour,Notre Dame,Midfielder,1,5,34,15,38,1198,80.0,False
Ashton Jell,Duquesne,Defender,2,1,9,4,20,1217,80.0,False
Oscar Emilio Trujillo Lizarraga,UC Riverside,Defender,0,3,1,1,53,1227,80.0,False
Maximilian Huss,Le Moyne,Defender,1,0,4,3,7,1435,80.0,False
Evan Watt,Old Dominion,Defender,2,1,11,4,9,1254,80.0,False
Wilfer Bustamante,Furman,Forward,5,2,19,7,17,804,80.0,False
Kome Ubogu,Virginia,Forward,4,1,21,7,13,681,80.0,False
Charlie Kaldor,Binghamton,Defender,1,0,5,3,22,1309,80.0,False
Jackson Vajda,Lafayette,Defender,0,0,4,3,16,1316,80.0,False
Matthew Reed,Creighton,Defender,0,1,9,2,15,1317,80.0,False
Cameron Kerr,Duke,Midfielder,1,4,8,2,2,391,80.0,False
Anis Smajlovic,Lindenwood,Forward,3,1,13,7,5,457,80.0,False
Lennon Gill,Hofstra,Forward,4,1,23,11,6,674,80.0,False
Ely Sidibe,Canisius,Forward,5,1,34,19,20,886,80.0,False
Danail Sergiev,Chicago St.,Forward,6,4,30,17,25,1155,80.0,False
Nico Rosamilia,Rutgers,Forward,3,1,10,5,12,439,80.0,False
Adil Iggoute,Col. of Charleston,Forward,3,4,11,9,9,663,80.0,False
Jeremy Opong,Seattle U,Forward,4,3,19,9,10,787,80.0,False
Dzenan Cerimagic,USC Upstate,Forward,5,0,17,8,9,638,80.0,False
Bart Muns,UIC,Forward,7,1,47,17,17,1350,80.0,False
Jack Heaps,Georgetown,Midfielder,3,2,15,8,5,406,80.0,False
Troy Elgersma,American,Midfielder,2,7,35,11,29,1590,80.0,False
Filip Jauk,Charlotte,Forward,5,0,16,7,10,634,80.0,False
Connor Evans,Portland,Midfielder,3,4,14,5,9,572,80.0,False
Justin Ruth,Delaware,Forward,3,5,28,10,19,965,80.0,False
Theo Klein,Omaha,Forward,5,3,44,21,26,1251,80.0,False
Eskil Gjerde,Drake,Defender,2,1,16,8,14,1194,80.0,False
Pepe Lora,Providence,Forward,3,0,16,10,3,432,80.0,False
Henrique Perestrelo,Lindenwood,Defender,0,3,11,5,34,1184,80.0,False
Gunnar Studenhofft,South Fla.,Forward,4,2,30,12,19,796,80.0,False
Arik Duncan,California,Forward,5,3,22,11,17,932,80.0,True
Evan Howard,Coastal Carolina,Forward,3,2,17,8,17,584,80.0,False
Matt Taylor,Georgia St.,Forward,4,0,8,6,7,470,80.0,False
Liam Mullins,DePaul,Forward,3,4,13,7,12,705,80.0,False
Dylan Borso,Wake Forest,Midfielder,4,4,40,22,27,1311,80.0,False
Erik Reis,Monmouth,Midfielder,6,3,37,19,26,1381,80.0,False
Jason Hsu,UC Davis,Defender,0,1,6,2,4,1267,80.0,False
Timo Jansen,UAlbany,Midfielder,7,5,27,18,33,1409,80.0,False
Joaquin Brizuela,Virginia,Forward,4,2,13,6,1,626,80.0,False
Chase Vazquez,Louisville,Forward,1,2,15,7,7,345,80.0,False
Lloyd Wamu Snell,Furman,Midfielder,5,4,41,23,13,1204,80.0,False
Filip Kangeman,Quinnipiac,Midfielder,4,5,34,13,16,933,80.0,False
Fraser Brown,Northeastern,Forward,5,1,23,11,18,805,80.0,False
Sulaiman Bah,Cal St. Fullerton,Midfielder,4,4,37,18,43,1327,80.0,False
Ori Arzi,Drexel,Defender,0,0,2,0,12,1407,80.0,False
Martin Lago,Omaha,Defender,1,1,7,3,15,1318,80.0,False
Jon Varela,Evansville,Defender,0,0,6,1,17,1364,80.0,False
Kaden Standish,UC Santa Barbara,Midfielder,3,5,19,9,30,869,80.0,False
Wade Stinson,Northern Ky.,Defender,1,1,9,2,8,1408,80.0,False
Ethan Leary,Northeastern,Defender,0,0,1,1,8,1289,80.0,False
Alistair Danjon,Ga. Southern,Defender,0,0,14,6,19,1413,80.0,False
Alejandro Fuentesal-Atalaya,LMU (CA),Forward,3,0,16,10,9,423,80.0,False
Jose Ortega,Duke,Midfielder,4,3,17,7,3,524,80.0,False
Kenzo Brito,St. Bonaventure,Forward,2,5,29,12,6,760,80.0,False
Mads Stistrup Petersen,Brown,Midfielder,4,5,24,13,17,927,80.0,False
Alejandro Velazquez-Lopez,South Carolina,Midfielder,4,5,32,17,14,1190,80.0,False
Alex Clayton,Belmont,Defender,1,4,6,2,13,1193,80.0,False
Jesper Vikman,Gardner-Webb,Defender,0,0,3,0,9,1456,80.0,False
Noah De Blasis,Louisville,Defender,0,1,8,5,69,1260,80.0,False
Noah Boyce,Manhattan,Defender,0,1,8,4,10,1359,80.0,False
Javier Chavez,Pacific,Defender,0,0,4,1,9,1336,80.0,False
Nolan Dicenzo,UC Irvine,Defender,0,0,4,1,27,1301,80.0,False
Aidan Lawlor,Bucknell,Defender,0,1,2,1,6,1274,80.0,False
Israel Dos Santos Neto,Providence,Midfielder,6,2,50,17,39,1366,80.0,False
Nick Kishchenko,North Florida,Defender,0,2,11,5,23,1627,80.0,False
Ashton Bilow,Ohio St.,Midfielder,2,5,30,10,20,1153,80.0,False
Bo Cummins,Wake Forest,Defender,0,0,10,2,13,1269,80.0,True
Emmanuel Obiefuna,Pacific,Defender,0,1,4,1,15,1334,80.0,False
Jan Riecke,Harvard,Defender,0,1,3,0,5,1340,80.0,False
Joey Maher,Saint Louis,Defender,0,0,4,1,8,1249,80.0,False
Ryan Quintos,Wisconsin,Defender,3,0,7,7,16,1280,80.0,False
James Eliuda,George Mason,Midfielder,2,5,32,7,31,1594,80.0,False
Taketo Onodera,Seattle U,Midfielder,6,3,38,14,17,1530,80.0,False
Fitz Williams,Cal St. Fullerton,Forward,4,2,30,10,13,805,80.0,False
Rhys Davies,Bellarmine,Defender,0,3,8,4,14,1234,80.0,False
Victor Wachowicz,Missouri St.,Defender,0,2,3,1,10,1193,80.0,False
Alex Kryazhev,FDU,Midfielder,7,3,35,16,41,1332,80.0,False
Aidan Antcliff,Purdue Fort Wayne,Defender,2,1,12,5,13,1251,80.0,False
Benji Jones,Fordham,Defender,0,2,2,0,19,1339,80.0,False
Thomas Wyke,Houston Christian,Defender,0,3,5,3,13,1217,80.0,False
Gio Ceja,Sacramento St.,Defender,0,2,5,1,8,1374,80.0,False
Rafa Rios,North Florida,Defender,0,3,7,2,6,1609,80.0,False
Faris Colic,St. Thomas (MN),Forward,6,2,37,16,24,1082,80.0,False
Paul Brauckmann,UIC,Defender,1,2,13,8,24,1414,80.0,False
Keane Brown,Navy,Defender,0,2,3,1,8,1342,80.0,False
Zac Giles,Sacramento St.,Defender,0,5,20,8,17,1263,80.0,False
Zac Siebenlist,UC Santa Barbara,Forward,5,1,29,14,20,906,79.0,False
Keegan Kelly,Denver,Forward,4,3,19,10,19,851,79.0,False
Mario Carlos,Cal St. Fullerton,Forward,3,4,22,10,16,812,79.0,False
Joackim Betina,FIU,Defender,0,0,6,3,21,1302,79.0,False
Lucas Windschauer,FGCU,Defender,1,0,8,2,8,1433,79.0,False
Jack Donlan,Elon,Defender,0,0,4,1,6,1325,79.0,False
Vygo Verkooijen,Butler,Defender,1,0,6,1,23,1480,79.0,False
Dave Neijenhuis,ETSU,Defender,1,0,7,3,11,1253,79.0,False
Henrik Winkelmann,Siena,Defender,0,1,6,1,10,1215,79.0,False
Charlie Ward,Georgia St.,Defender,1,0,5,1,7,1440,79.0,False
Ask Ekeland,Boston College,Midfielder,8,2,34,18,8,1347,79.0,False
Quinn Groves,Cleveland St.,Defender,0,2,2,1,10,1430,79.0,False
Daniel Tareke,Purdue Fort Wayne,Defender,0,0,1,0,12,1287,79.0,False
Tom Wilson,Col. of Charleston,Defender,1,1,6,2,12,1342,79.0,False
Isaiah Whittaker-Francis,Drexel,Defender,0,1,7,2,25,1289,79.0,False
Aaron Williams Fernandez,New Hampshire,Defender,0,0,10,2,13,1175,79.0,False
Ernest Mensah Jr.,Xavier,Defender,1,0,11,2,9,1216,79.0,False
Ricky Louis,Ga. Southern,Forward,4,4,30,10,31,1135,79.0,False
Jake Lane,Bowling Green,Midfielder,1,6,12,4,7,700,79.0,False
Declan Mettee,Wofford,Forward,2,2,15,8,2,462,79.0,False
Andrew Hollenbach,Purdue Fort Wayne,Defender,0,0,4,2,18,1282,79.0,False
Jaydon Fuller,Delaware,Forward,2,4,24,8,11,752,79.0,False
William Dodzi Afawubo,Robert Morris,Defender,1,1,11,3,35,1220,79.0,False
Milton Lopez,SMU,Forward,6,0,21,13,26,923,79.0,False
Parker Grinstead,Ohio St.,Midfielder,6,2,24,16,12,917,79.0,False
Ethan Beauman-Ansah,Bradley,Defender,0,1,0,0,60,1221,79.0,False
Andrew Darakdjian,Oakland,Forward,2,4,35,10,13,846,79.0,False
Tom Fillaudeau,Georgia St.,Defender,0,0,1,0,17,1440,79.0,False
Charlie Kosakoff,Washington,Forward,5,4,36,19,16,1199,79.0,False
Griffin Moore,Belmont,Defender,0,1,4,2,6,1244,79.0,False
Markus Nilsen,Mount St. Mary's,Defender,0,0,2,0,6,1560,79.0,False
Eiji Hata,Seattle U,Defender,0,3,13,5,20,1156,79.0,False
Bogart Roca,CSU Bakersfield,Defender,0,3,3,1,12,1158,79.0,False
Toby Nevile,Ga. Southern,Defender,0,2,7,4,5,1313,79.0,False
Bryson Hankins,CSU Bakersfield,Defender,2,1,21,11,23,1144,79.0,False
Lukas Kamrath,High Point,Defender,2,0,8,3,4,1232,79.0,False
Philip Naef,UCLA,Defender,1,10,14,6,7,744,79.0,False
Matthew Henderson,Penn St.,Defender,3,2,5,3,4,1411,79.0,False
Marcelo Mondragon,South Fla.,Defender,1,2,4,2,17,1238,79.0,False
John Bernardi,Manhattan,Defender,1,0,14,3,33,1238,79.0,False
Thomas Sciarra,Northeastern,Forward,2,1,10,6,9,367,79.0,False
Malcolm Zalayet,California,Forward,4,4,22,10,13,1007,79.0,False
Alfred Baafi,High Point,Forward,4,3,30,9,13,987,79.0,False
Nicholas Sanchez,Marist,Defender,2,2,15,4,21,1463,79.0,False
Caio Brandao,Queens (NC),Midfielder,4,6,28,11,36,1437,79.0,False
Niklas Thanhofer,LIU,Defender,4,3,10,5,17,1213,79.0,False
Mathias Hille,Northeastern,Defender,1,2,5,4,18,1148,79.0,False
Isaac Emojong,Utah Valley,Defender,4,1,19,10,19,1133,79.0,False
Sami Cuevas,Utah Tech,Forward,4,0,25,12,32,691,79.0,False
Andres Rodriguez,Stetson,Defender,1,3,6,2,22,1293,79.0,False
Julian Cisneros,Loyola Chicago,Defender,2,5,25,7,18,1203,79.0,False
Mitch Goodman,Milwaukee,Defender,0,2,1,0,11,1232,79.0,False
Filipe Matos,Campbell,Midfielder,5,3,40,13,12,1295,79.0,False
Henri Kumwenda,Butler,Defender,3,3,19,7,9,1360,79.0,False
Luca Fava,San Diego,Midfielder,2,5,28,11,29,1229,79.0,False
Matthew Van,Georgetown,Midfielder,6,3,36,20,20,1207,79.0,False
